SaleID,CustomerID,ProductID,SaleDate,Quantity,TotalAmount
734,23,3,2022-03-08,4,169.16
735,685,50,2022-03-08,1,48.09
736,518,60,2022-04-10,2,153.88
737,80,33,2022-08-27,1,60.02
738,468,58,2023-07-19,1,86.17
739,12,11,2023-03-04,4,311.36
740,691,96,2023-08-04,4,351.96
741,228,58,2022-10-25,4,344.68
742,743,71,2022-11-12,5,166.45
743,304,67,2022-09-19,3,59.97
744,396,89,2022-08-05,4,395.2
745,135,44,2023-04-16,1,30.35
746,110,6,2022-01-18,3,97.35
747,721,86,2022-06-06,3,206.37
748,965,10,2023-04-21,1,41.12
749,790,40,2022-03-27,1,22.95
750,970,21,2022-11-21,5,263.6
751,235,32,2023-05-18,2,129.38
752,761,77,2023-04-27,3,171.03
753,284,58,2023-03-27,4,344.68
754,713,87,2023-11-16,1,45.53
755,196,63,2022-03-10,3,288.81
756,972,58,2023-09-06,5,430.85
757,803,58,2022-03-28,5,430.85
758,440,30,2023-06-12,4,218.4
759,272,19,2023-07-04,2,88.82
760,568,49,2023-09-26,2,153.92
761,993,4,2022-07-28,5,469.95
762,111,66,2023-12-24,2,122.86
763,720,76,2022-10-16,2,117.86
764,946,40,2022-08-30,4,91.8
765,392,72,2022-10-26,1,15.24
766,503,32,2023-10-03,3,194.07
767,333,2,2022-07-16,5,210.0
768,68,34,2022-09-16,5,181.25
769,146,17,2022-12-27,4,202.04
770,284,80,2023-06-09,1,70.56
771,199,73,2023-02-15,4,334.8
772,663,11,2023-09-16,5,389.2
773,1,20,2023-06-20,5,185.3
774,235,3,2023-01-02,2,84.58
775,525,59,2023-05-17,4,53.04
776,816,92,2023-06-13,2,103.66
777,679,47,2022-10-28,3,290.22
778,755,30,2022-07-19,5,273.0
779,27,97,2022-05-22,4,241.96
780,246,22,2023-03-11,3,293.1
781,127,2,2022-08-13,4,168.0
782,5,33,2023-04-18,5,300.1
783,806,100,2022-07-25,1,48.72
784,81,39,2022-04-15,5,130.2
785,625,24,2022-09-29,3,266.43
786,163,27,2023-11-15,4,205.52
787,942,97,2023-02-22,4,241.96
788,695,56,2022-10-21,2,108.54
789,512,65,2022-11-23,3,110.76
790,908,39,2023-03-23,4,104.16
791,423,48,2022-07-03,2,161.2
792,703,18,2022-12-21,3,104.73
793,751,26,2022-10-24,5,76.75
794,758,1,2023-08-11,3,184.08
795,996,99,2022-08-01,2,183.38
796,334,3,2023-11-07,3,126.87
797,561,17,2023-01-02,1,50.51
798,637,25,2022-05-12,5,94.35
799,248,18,2022-02-19,4,139.64
800,950,39,2023-03-18,2,52.08
801,861,19,2022-09-26,2,88.82
802,509,64,2022-08-27,3,108.36
803,323,38,2022-03-13,5,459.4
804,254,78,2023-06-02,4,160.52
805,365,33,2022-08-06,5,300.1
806,122,43,2023-09-18,3,273.9
807,322,68,2023-08-28,4,315.92
808,985,15,2022-05-01,3,152.76
809,125,17,2023-11-12,4,202.04
810,701,74,2022-10-23,1,27.32
811,649,85,2023-04-05,3,176.91
812,458,93,2023-12-24,2,47.14
813,197,22,2023-10-01,4,390.8
814,445,50,2022-09-08,3,144.27
815,251,3,2023-03-03,2,84.58
816,766,20,2023-08-24,3,111.18
817,546,36,2022-07-13,1,18.98
818,898,69,2022-03-23,2,127.76
819,274,54,2022-03-26,3,107.01
820,198,3,2022-10-02,4,169.16
821,595,44,2022-06-07,3,91.05
822,841,34,2023-08-07,4,145.0
823,970,48,2023-03-21,5,403.0
824,4,80,2023-07-24,4,282.24
825,374,27,2022-06-20,2,102.76
826,846,35,2022-11-25,2,163.22
827,9,98,2023-07-29,2,124.96
828,302,85,2023-06-10,2,117.94
829,134,60,2022-06-19,1,76.94
830,431,78,2023-11-06,5,200.65
831,621,58,2022-11-23,3,258.51
832,698,30,2023-06-12,3,163.8
833,220,39,2022-06-03,4,104.16
834,76,22,2022-04-04,5,488.5
835,229,43,2022-02-11,5,456.5
836,938,96,2023-06-30,3,263.97
837,697,62,2022-08-18,3,237.9
838,669,54,2022-07-11,2,71.34
839,12,44,2023-08-14,1,30.35
840,850,38,2022-11-07,2,183.76
841,890,31,2022-12-15,2,109.04
842,904,30,2023-05-09,5,273.0
843,844,52,2023-05-11,5,418.6
844,298,11,2023-05-18,5,389.2
845,364,19,2022-03-12,3,133.23
846,322,62,2022-07-11,3,237.9
847,904,44,2023-10-06,2,60.7
848,536,38,2022-08-26,5,459.4
849,623,16,2023-05-06,4,222.04
850,737,50,2022-08-26,4,192.36
851,917,35,2023-08-25,3,244.83
852,77,37,2023-09-04,2,22.48
853,758,67,2023-12-15,3,59.97
854,807,31,2022-02-27,5,272.6
855,871,13,2023-09-29,5,228.05
856,959,67,2023-06-13,1,19.99
857,18,52,2022-11-07,2,167.44
858,179,76,2023-02-10,2,117.86
859,339,85,2023-06-08,4,235.88
860,323,85,2023-08-13,5,294.85
861,617,58,2023-04-05,2,172.34
862,169,98,2023-09-29,4,249.92
863,733,90,2023-04-10,5,88.3
864,675,90,2022-05-05,1,17.66
865,131,3,2022-10-02,1,42.29
866,855,49,2022-03-09,2,153.92
867,950,77,2022-02-23,2,114.02
868,819,65,2023-05-04,2,73.84
869,417,37,2022-01-04,1,11.24
870,930,26,2023-02-23,3,46.05
871,43,50,2023-07-04,5,240.45
872,100,6,2023-10-15,2,64.9
873,949,71,2023-11-26,5,166.45
874,75,85,2022-04-04,2,117.94
875,387,81,2023-05-22,3,75.51
876,871,20,2022-03-16,1,37.06
877,123,83,2022-08-02,5,478.25
878,946,88,2022-02-27,3,93.15
879,143,52,2023-12-05,3,251.16
880,858,15,2023-12-28,3,152.76
881,113,64,2022-12-05,3,108.36
882,815,47,2023-12-16,4,386.96
883,107,81,2022-11-20,5,125.85
884,98,37,2022-03-19,4,44.96
885,525,77,2023-10-08,2,114.02
886,286,30,2023-09-15,4,218.4
887,179,30,2022-01-24,2,109.2
888,570,52,2023-03-26,1,83.72
889,215,96,2022-10-02,5,439.95
890,34,70,2023-02-21,2,166.82
891,78,50,2022-02-05,3,144.27
892,413,24,2022-09-17,2,177.62
893,296,94,2023-01-16,2,131.0
894,226,56,2022-12-05,3,162.81
895,12,2,2023-09-03,5,210.0
896,358,16,2022-11-23,5,277.55
897,529,96,2023-02-13,1,87.99
898,449,71,2023-03-27,4,133.16
899,303,73,2023-12-15,3,251.1
900,55,65,2023-10-13,4,147.68
901,728,67,2023-03-01,4,79.96
902,86,57,2022-09-30,5,478.9
903,106,9,2022-02-22,4,185.24
904,654,46,2023-09-27,2,188.54
905,131,64,2022-01-20,5,180.6
906,174,4,2022-01-02,4,375.96
907,799,19,2023-11-07,5,222.05
908,818,2,2022-07-14,2,84.0
909,333,24,2022-02-20,4,355.24
910,70,6,2022-12-07,2,64.9
911,632,98,2023-11-21,3,187.44
912,505,84,2023-08-10,3,273.12
913,696,65,2022-12-27,4,147.68
914,540,90,2023-07-17,5,88.3
915,177,17,2023-09-21,1,50.51
916,673,18,2022-12-06,5,174.55
917,274,6,2023-09-29,4,129.8
918,696,81,2023-10-07,1,25.17
919,848,76,2022-08-14,2,117.86
920,529,61,2022-03-08,1,49.46
921,526,77,2023-03-22,4,228.04
922,825,42,2022-04-21,5,264.55
923,304,21,2023-09-16,2,105.44
924,404,70,2022-05-24,5,417.05
925,753,18,2023-04-05,4,139.64
926,840,47,2022-01-10,2,193.48
927,631,88,2023-02-09,3,93.15
928,687,55,2022-06-14,3,75.24
929,603,94,2023-03-11,1,65.5
930,16,63,2023-03-18,1,96.27
931,342,3,2023-07-31,4,169.16
932,497,99,2023-12-07,4,366.76
933,565,93,2023-08-01,5,117.85
934,456,76,2023-10-11,1,58.93
935,752,78,2023-03-15,4,160.52
936,648,63,2023-12-30,3,288.81
937,748,84,2023-02-10,2,182.08
938,75,51,2023-12-06,3,54.96
939,258,32,2022-02-06,3,194.07
940,924,56,2022-06-24,2,108.54
941,813,70,2023-10-21,3,250.23
942,688,19,2023-04-11,1,44.41
943,218,4,2022-08-12,2,187.98
944,498,64,2023-03-29,3,108.36
945,945,70,2023-06-22,1,83.41
946,403,88,2022-05-04,1,31.05
947,690,82,2022-07-12,4,105.72
948,117,75,2023-03-19,4,135.4
949,516,63,2022-08-14,5,481.35
950,273,73,2023-08-02,1,83.7
951,523,50,2022-06-03,5,240.45
952,204,17,2022-12-19,3,151.53
953,888,49,2022-09-22,4,307.84
954,772,44,2023-07-24,4,121.4
955,502,98,2023-09-07,4,249.92
956,142,91,2022-12-20,1,98.42
957,487,77,2023-04-11,5,285.05
958,823,33,2022-08-13,5,300.1
959,723,66,2022-08-03,3,184.29
960,764,29,2023-04-07,5,394.6
961,428,97,2022-07-31,4,241.96
962,958,16,2023-02-22,5,277.55
963,255,33,2023-10-14,1,60.02
964,89,1,2023-06-07,4,245.44
965,968,38,2023-01-10,1,91.88
966,704,50,2023-04-22,5,240.45
967,17,69,2022-10-22,5,319.4
968,365,11,2022-11-26,5,389.2
969,45,100,2022-07-23,5,243.6
970,153,13,2023-02-03,5,228.05
971,694,5,2023-10-30,3,162.18
972,850,93,2023-01-15,1,23.57
973,148,17,2022-12-16,3,151.53
974,25,27,2022-11-20,5,256.9
975,637,42,2023-04-29,5,264.55
976,244,78,2023-04-03,2,80.26
977,353,75,2023-07-26,3,101.55
978,353,56,2023-08-15,5,271.35
979,482,87,2022-06-10,3,136.59
980,737,56,2022-10-01,4,217.08
981,611,11,2022-01-17,5,389.2
982,490,35,2023-09-22,1,81.61
983,162,45,2022-10-20,5,444.15
984,261,75,2023-07-01,1,33.85
985,314,86,2022-01-16,3,206.37
986,849,39,2022-04-11,1,26.04
987,320,65,2023-02-23,3,110.76
988,299,1,2023-08-19,3,184.08
989,873,83,2022-09-24,5,478.25
990,987,19,2023-10-07,3,133.23
991,494,30,2023-10-30,4,218.4
992,861,24,2022-05-23,5,444.05
993,799,58,2023-09-03,3,258.51
994,993,28,2022-06-10,1,46.64
995,614,56,2023-01-04,1,54.27
996,385,51,2023-07-27,3,54.96
997,203,13,2023-07-19,2,91.22
998,439,37,2023-03-17,3,33.72
999,469,96,2023-11-26,1,87.99
1000,267,46,2023-04-27,1,94.27
1001,544,89,2022-08-28,3,296.4
1002,405,31,2023-03-08,1,54.52
1003,434,31,2022-02-24,5,272.6
1004,13,46,2023-08-15,3,282.81
1005,612,77,2022-06-28,3,171.03
1006,716,59,2022-06-28,1,13.26
1007,195,15,2022-05-10,3,152.76
1008,950,39,2023-06-25,2,52.08
1009,732,4,2022-01-02,4,375.96
1010,744,81,2023-06-26,1,25.17
1011,945,69,2022-05-30,3,191.64
1012,661,31,2022-07-26,1,54.52
1013,937,26,2022-02-12,1,15.35
1014,559,23,2023-01-20,5,113.4
1015,60,42,2023-02-07,5,264.55
1016,750,95,2023-06-18,4,202.48
1017,182,35,2023-07-24,2,163.22
1018,204,56,2022-01-23,4,217.08
1019,235,2,2023-11-19,4,168.0
1020,550,78,2023-09-11,4,160.52
1021,629,77,2022-05-21,3,171.03
1022,123,61,2023-11-25,3,148.38
1023,644,29,2022-10-24,1,78.92
1024,361,17,2022-11-29,2,101.02
1025,491,58,2022-03-25,4,344.68
1026,26,91,2022-12-28,2,196.84
1027,626,9,2023-12-31,2,92.62
1028,422,79,2023-12-25,1,26.89
1029,787,7,2022-11-10,1,84.16
1030,840,19,2022-01-15,4,177.64
1031,880,69,2022-03-17,5,319.4
1032,38,71,2022-12-13,3,99.87
1033,530,90,2022-09-04,2,35.32
1034,688,77,2023-09-16,5,285.05
1035,461,75,2022-12-12,1,33.85
1036,311,21,2022-06-11,5,263.6
1037,977,73,2023-09-21,4,334.8
1038,867,93,2022-08-10,3,70.71
1039,931,48,2022-07-16,5,403.0
1040,866,56,2022-03-01,3,162.81
1041,290,21,2022-04-02,3,158.16
1042,62,10,2022-01-31,3,123.36
1043,702,12,2022-07-24,4,185.56
1044,139,90,2022-08-12,4,70.64
1045,681,55,2022-07-25,1,25.08
1046,603,23,2022-01-06,1,22.68
1047,842,25,2023-11-13,1,18.87
1048,227,25,2022-02-08,1,18.87
1049,98,94,2023-07-22,4,262.0
1050,383,43,2023-05-09,4,365.2
1051,758,96,2022-12-29,5,439.95
1052,449,15,2022-12-20,4,203.68
1053,98,24,2023-03-19,5,444.05
1054,663,47,2022-12-28,1,96.74
1055,369,71,2023-01-07,4,133.16
1056,367,27,2022-05-21,1,51.38
1057,796,59,2023-06-21,3,39.78
1058,555,13,2022-12-24,1,45.61
1059,295,86,2022-12-09,5,343.95
1060,5,40,2022-06-22,1,22.95
1061,498,84,2023-09-06,2,182.08
1062,275,52,2022-03-20,5,418.6
1063,286,10,2022-09-03,5,205.6
1064,586,19,2023-06-06,5,222.05
1065,380,31,2022-06-17,5,272.6
1066,35,4,2023-11-02,5,469.95
1067,277,68,2023-10-19,3,236.94
1068,855,40,2023-06-10,4,91.8
1069,848,52,2022-09-05,1,83.72
1070,697,47,2022-03-07,2,193.48
1071,551,56,2022-11-08,1,54.27
1072,820,42,2022-12-26,5,264.55
1073,272,100,2023-06-27,3,146.16
1074,772,76,2023-03-02,2,117.86
1075,678,57,2023-03-15,2,191.56
1076,120,36,2022-01-24,2,37.96
1077,910,75,2022-01-01,4,135.4
1078,580,2,2022-11-02,2,84.0
1079,137,47,2022-11-01,4,386.96
1080,654,35,2023-06-23,1,81.61
1081,155,62,2023-09-14,2,158.6
1082,678,88,2022-10-15,4,124.2
1083,597,42,2022-02-04,2,105.82
1084,309,82,2022-07-18,5,132.15
1085,479,64,2023-06-21,3,108.36
1086,678,56,2023-08-10,4,217.08
1087,444,63,2022-10-07,5,481.35
1088,532,78,2022-05-21,1,40.13
1089,760,86,2022-04-11,3,206.37
1090,67,23,2022-06-25,5,113.4
1091,514,34,2022-03-28,3,108.75
1092,343,95,2023-04-19,3,151.86
1093,263,96,2023-07-23,3,263.97
1094,147,76,2022-03-07,5,294.65
1095,473,21,2022-07-12,4,210.88
1096,887,60,2022-08-13,5,384.7
1097,314,12,2022-07-16,2,92.78
1098,47,71,2023-04-04,4,133.16
1099,401,33,2022-01-14,1,60.02
1100,705,8,2023-01-13,3,261.39
1101,642,58,2022-08-15,1,86.17
1102,372,28,2022-03-25,1,46.64
1103,46,53,2022-09-09,3,265.65
1104,824,90,2023-04-09,1,17.66
1105,763,98,2022-06-02,2,124.96
1106,188,84,2022-10-13,3,273.12
1107,86,48,2022-05-23,2,161.2
1108,815,89,2023-06-09,2,197.6
1109,134,50,2022-01-15,3,144.27
1110,119,38,2022-11-01,3,275.64
1111,611,78,2023-01-23,4,160.52
1112,916,67,2022-05-11,3,59.97
1113,973,46,2023-08-23,1,94.27
1114,603,64,2023-06-23,4,144.48
1115,554,96,2023-03-10,4,351.96
1116,896,16,2022-02-28,5,277.55
1117,683,78,2022-11-16,5,200.65
1118,39,87,2022-02-23,2,91.06
1119,581,51,2022-09-04,4,73.28
1120,203,59,2023-08-23,4,53.04
1121,60,1,2022-11-25,2,122.72
1122,48,59,2022-09-18,5,66.3
1123,848,6,2022-09-12,1,32.45
1124,737,6,2023-08-04,1,32.45
1125,837,30,2023-05-09,1,54.6
1126,645,23,2023-11-08,5,113.4
1127,958,4,2023-03-17,2,187.98
1128,909,95,2022-12-07,1,50.62
1129,283,44,2022-06-02,3,91.05
1130,254,42,2022-07-21,4,211.64
1131,651,6,2022-10-14,1,32.45
1132,217,34,2023-03-04,5,181.25
1133,473,77,2022-09-18,5,285.05
1134,504,84,2022-10-19,3,273.12
1135,546,53,2022-12-20,4,354.2
1136,396,13,2022-12-11,1,45.61
1137,243,72,2022-06-25,3,45.72
1138,501,79,2023-11-06,1,26.89
1139,848,63,2023-07-17,2,192.54
1140,241,7,2023-02-15,1,84.16
1141,185,17,2023-11-13,3,151.53
1142,66,7,2022-12-09,5,420.8
1143,555,35,2023-05-21,1,81.61
1144,407,55,2023-01-25,1,25.08
1145,561,92,2022-06-09,2,103.66
1146,981,25,2022-04-06,4,75.48
1147,991,26,2022-04-25,1,15.35
1148,833,91,2023-09-09,4,393.68
1149,217,87,2022-11-04,2,91.06
1150,200,33,2023-05-27,4,240.08
1151,712,48,2022-10-16,2,161.2
1152,772,74,2022-08-24,5,136.6
1153,994,64,2022-01-16,1,36.12
1154,710,91,2023-07-04,4,393.68
1155,665,54,2023-08-31,2,71.34
1156,790,50,2022-08-30,2,96.18
1157,345,48,2023-06-09,4,322.4
1158,679,86,2022-05-01,4,275.16
1159,506,59,2023-07-15,3,39.78
1160,726,10,2022-03-06,3,123.36
1161,508,8,2022-05-04,4,348.52
1162,930,18,2023-03-10,1,34.91
1163,398,21,2023-07-18,4,210.88
1164,859,67,2022-12-13,3,59.97
1165,943,97,2022-02-27,4,241.96
1166,473,33,2022-08-24,3,180.06
1167,582,91,2023-06-29,4,393.68
1168,393,1,2023-08-18,3,184.08
1169,113,68,2023-12-27,4,315.92
1170,358,59,2023-02-10,4,53.04
1171,515,32,2022-12-29,2,129.38
1172,390,70,2022-06-04,2,166.82
1173,258,9,2023-10-01,5,231.55
1174,854,8,2023-03-03,3,261.39
1175,536,20,2022-10-09,5,185.3
1176,97,24,2023-04-19,1,88.81
1177,869,87,2022-10-11,3,136.59
1178,450,41,2022-01-28,4,81.16
1179,634,56,2022-01-05,3,162.81
1180,890,27,2022-03-11,2,102.76
1181,220,45,2023-01-14,2,177.66
1182,494,53,2022-07-12,4,354.2
1183,121,17,2023-03-28,1,50.51
1184,139,90,2023-11-17,4,70.64
1185,354,76,2022-07-17,4,235.72
1186,156,77,2022-02-03,1,57.01
1187,579,99,2022-11-27,1,91.69
1188,378,28,2023-05-23,1,46.64
1189,786,54,2022-05-24,5,178.35
1190,117,23,2023-02-02,4,90.72
1191,195,27,2022-05-20,1,51.38
1192,1,75,2022-09-03,4,135.4
1193,992,76,2023-02-12,4,235.72
1194,890,91,2023-04-28,5,492.1
1195,704,84,2023-11-30,2,182.08
1196,244,62,2022-04-06,2,158.6
1197,175,99,2023-03-14,5,458.45
1198,1000,54,2023-03-08,5,178.35
1199,173,27,2023-07-07,1,51.38
1200,6,24,2022-01-30,1,88.81
1201,122,41,2022-06-09,3,60.87
1202,84,57,2022-11-30,2,191.56
1203,59,95,2022-05-05,5,253.1
1204,526,33,2022-06-23,1,60.02
1205,442,8,2023-10-07,3,261.39
1206,914,84,2022-04-13,4,364.16
1207,396,19,2023-10-31,5,222.05
1208,802,87,2022-09-12,5,227.65
1209,579,29,2022-12-17,1,78.92
1210,62,90,2023-04-20,4,70.64
1211,926,85,2023-09-29,2,117.94
1212,545,77,2022-03-17,3,171.03
1213,201,18,2022-09-04,5,174.55
1214,467,19,2023-11-08,5,222.05
1215,510,98,2023-02-12,3,187.44
1216,346,87,2023-06-26,3,136.59
1217,250,92,2023-10-29,5,259.15
1218,259,1,2023-11-23,4,245.44
1219,951,40,2022-03-07,1,22.95
1220,443,100,2022-10-18,5,243.6
1221,446,3,2022-01-29,1,42.29
1222,111,3,2023-06-05,2,84.58
1223,456,94,2023-02-25,1,65.5
1224,433,25,2022-01-24,1,18.87
1225,837,41,2022-09-18,3,60.87
1226,443,88,2023-11-14,3,93.15
1227,544,89,2023-11-03,2,197.6
1228,579,5,2022-11-18,4,216.24
1229,322,37,2023-05-24,4,44.96
1230,364,74,2022-11-23,2,54.64
1231,213,74,2023-11-18,3,81.96
1232,575,15,2023-01-12,1,50.92
1233,494,49,2023-04-15,5,384.8
1234,968,42,2022-09-28,3,158.73
1235,575,10,2022-12-16,3,123.36
1236,576,81,2022-10-16,4,100.68
1237,437,80,2023-12-28,1,70.56
1238,979,36,2023-04-23,4,75.92
1239,76,64,2022-11-05,2,72.24
1240,819,58,2023-03-26,3,258.51
1241,67,58,2023-11-20,4,344.68
1242,445,96,2022-02-21,5,439.95
1243,188,43,2023-07-05,1,91.3
1244,560,89,2022-02-19,4,395.2
1245,136,23,2023-06-11,4,90.72
1246,847,83,2022-10-08,4,382.6
1247,84,14,2023-01-13,5,419.9
1248,155,55,2022-07-20,1,25.08
1249,926,13,2022-05-22,4,182.44
1250,800,23,2022-07-20,5,113.4
1251,320,81,2022-02-26,2,50.34
1252,282,35,2023-03-25,5,408.05
1253,394,55,2022-08-04,5,125.4
1254,639,49,2022-01-19,2,153.92
1255,619,51,2022-04-14,3,54.96
1256,955,79,2023-03-31,4,107.56
1257,804,50,2022-05-14,1,48.09
1258,106,4,2023-01-07,2,187.98
1259,809,18,2023-06-06,5,174.55
1260,440,34,2023-10-31,5,181.25
1261,577,42,2022-06-21,2,105.82
1262,591,90,2022-10-01,3,52.98
1263,598,86,2023-05-26,2,137.58
1264,901,42,2023-10-28,5,264.55
1265,630,5,2023-12-25,2,108.12
1266,609,100,2023-08-22,5,243.6
1267,585,31,2022-09-22,3,163.56
1268,116,66,2023-01-26,5,307.15
1269,891,33,2023-02-25,1,60.02
1270,334,15,2022-08-11,3,152.76
1271,548,31,2022-05-30,3,163.56
1272,437,39,2022-02-04,1,26.04
1273,810,2,2023-04-16,2,84.0
1274,141,93,2022-12-27,5,117.85
1275,679,16,2022-01-27,1,55.51
1276,776,3,2023-06-20,2,84.58
1277,180,78,2023-10-23,5,200.65
1278,686,27,2022-07-17,5,256.9
1279,405,48,2022-09-15,5,403.0
1280,143,50,2023-11-20,1,48.09
1281,64,50,2023-01-12,3,144.27
1282,195,57,2022-12-11,1,95.78
1283,430,34,2022-02-05,4,145.0
1284,150,28,2023-07-14,1,46.64
1285,975,94,2022-07-20,4,262.0
1286,28,6,2023-01-11,2,64.9
1287,381,68,2023-10-15,1,78.98
1288,416,90,2022-07-02,2,35.32
1289,318,38,2022-04-07,1,91.88
1290,94,66,2022-01-24,5,307.15
1291,486,40,2022-12-08,5,114.75
1292,63,97,2022-12-13,3,181.47
1293,444,6,2023-08-23,4,129.8
1294,892,36,2022-09-11,4,75.92
1295,585,49,2022-11-20,4,307.84
1296,344,98,2022-08-12,1,62.48
1297,374,58,2023-03-22,4,344.68
1298,248,81,2023-04-27,5,125.85
1299,559,52,2023-04-19,3,251.16
1300,510,14,2023-12-26,3,251.94
1301,235,86,2022-02-20,1,68.79
1302,492,39,2023-12-15,5,130.2
1303,74,22,2023-02-02,5,488.5
1304,542,42,2022-05-08,1,52.91
1305,274,47,2022-05-25,5,483.7
1306,546,61,2023-02-20,5,247.3
1307,181,68,2022-02-12,3,236.94
1308,751,49,2022-11-10,2,153.92
1309,805,57,2023-07-21,2,191.56
1310,228,92,2022-08-07,5,259.15
1311,817,93,2023-03-25,3,70.71
1312,551,100,2022-12-23,3,146.16
1313,301,63,2023-10-16,2,192.54
1314,922,88,2022-06-09,1,31.05
1315,881,42,2023-11-17,2,105.82
1316,375,39,2023-01-16,3,78.12
1317,162,95,2022-01-06,1,50.62
1318,968,76,2022-06-18,2,117.86
1319,705,80,2022-05-09,1,70.56
1320,781,16,2022-04-28,5,277.55
1321,989,18,2022-12-27,3,104.73
1322,646,73,2023-05-20,1,83.7
1323,589,68,2022-01-16,2,157.96
1324,196,99,2022-04-15,1,91.69
1325,14,95,2023-01-18,2,101.24
1326,659,36,2023-11-19,5,94.9
1327,280,28,2023-01-09,3,139.92
1328,373,98,2022-04-19,2,124.96
1329,822,35,2023-05-01,4,326.44
1330,91,43,2022-12-30,1,91.3
1331,484,9,2022-11-21,1,46.31
1332,183,96,2022-07-03,5,439.95
1333,71,65,2023-01-01,3,110.76
1334,455,79,2023-09-20,5,134.45
1335,46,40,2023-03-27,1,22.95
1336,797,27,2022-09-21,2,102.76
1337,554,54,2023-06-10,1,35.67
1338,30,83,2022-01-12,1,95.65
1339,52,83,2023-09-17,4,382.6
1340,193,76,2023-05-08,5,294.65
1341,510,18,2023-02-27,4,139.64
1342,776,80,2022-06-24,3,211.68
1343,601,87,2022-08-12,4,182.12
1344,641,13,2022-11-10,3,136.83
1345,487,21,2023-06-22,1,52.72
1346,333,86,2023-10-26,4,275.16
1347,676,39,2022-10-30,4,104.16
1348,371,62,2022-10-29,3,237.9
1349,857,93,2022-06-23,3,70.71
1350,839,32,2023-04-04,4,258.76
1351,180,7,2023-06-23,1,84.16
1352,74,88,2023-02-02,1,31.05
1353,659,27,2022-09-03,1,51.38
1354,133,66,2023-11-26,4,245.72
1355,632,20,2022-05-07,1,37.06
1356,41,89,2022-06-17,4,395.2
1357,283,95,2022-07-11,1,50.62
1358,708,12,2023-09-12,4,185.56
1359,829,32,2023-04-01,1,64.69
1360,81,18,2023-12-27,5,174.55
1361,651,72,2023-03-19,2,30.48
1362,624,6,2022-12-11,1,32.45
1363,557,42,2023-10-28,4,211.64
1364,291,94,2023-03-17,3,196.5
1365,345,12,2023-09-03,2,92.78
1366,764,96,2023-10-15,2,175.98
1367,140,33,2023-03-01,5,300.1
1368,246,79,2022-08-15,1,26.89
1369,535,44,2022-02-27,1,30.35
1370,176,91,2022-09-07,4,393.68
1371,671,98,2022-10-24,5,312.4
1372,412,55,2023-11-08,2,50.16
1373,582,8,2023-12-30,5,435.65
1374,294,49,2023-05-07,2,153.92
1375,833,71,2023-06-19,5,166.45
1376,207,28,2023-11-15,5,233.2
1377,707,92,2022-02-12,3,155.49
1378,250,67,2023-05-05,1,19.99
1379,289,99,2023-10-15,1,91.69
1380,284,68,2022-07-07,3,236.94
1381,970,86,2022-08-03,5,343.95
1382,275,83,2023-11-04,1,95.65
1383,952,38,2023-09-07,4,367.52
1384,81,96,2023-08-01,2,175.98
1385,232,78,2023-04-13,2,80.26
1386,925,46,2022-04-30,2,188.54
1387,329,45,2022-09-07,4,355.32
1388,428,30,2023-04-06,1,54.6
1389,574,12,2022-12-11,2,92.78
1390,609,99,2023-04-29,4,366.76
1391,671,2,2022-07-03,4,168.0
1392,33,52,2023-11-04,1,83.72
1393,145,9,2023-02-11,4,185.24
1394,201,47,2022-12-17,2,193.48
1395,734,45,2022-09-11,3,266.49
1396,715,6,2022-04-01,3,97.35
1397,890,58,2023-06-23,5,430.85
1398,420,5,2022-06-24,5,270.3
1399,453,7,2023-09-06,1,84.16
1400,861,20,2022-04-06,3,111.18
1401,596,24,2022-03-30,3,266.43
1402,952,8,2022-03-28,5,435.65
1403,601,83,2022-01-08,5,478.25
1404,20,51,2022-04-27,3,54.96
1405,515,98,2022-12-31,1,62.48
1406,908,20,2023-08-21,4,148.24
1407,659,91,2022-09-23,4,393.68
1408,164,36,2023-07-24,3,56.94
1409,564,45,2023-12-14,3,266.49
1410,781,44,2023-05-11,4,121.4
1411,584,65,2023-09-29,2,73.84
1412,632,79,2022-02-17,2,53.78
1413,588,57,2022-11-20,2,191.56
1414,982,54,2022-08-08,5,178.35
1415,228,78,2023-09-18,3,120.39
1416,587,41,2023-02-11,2,40.58
1417,687,85,2023-01-03,5,294.85
1418,185,8,2023-10-28,3,261.39
1419,483,33,2023-12-26,1,60.02
1420,209,12,2023-08-07,1,46.39
1421,668,48,2022-07-26,5,403.0
1422,986,32,2023-08-20,4,258.76
1423,154,88,2022-08-18,4,124.2
1424,765,93,2023-01-16,1,23.57
1425,875,70,2022-02-28,3,250.23
1426,196,29,2023-01-05,1,78.92
1427,623,24,2022-02-28,3,266.43
1428,625,70,2023-12-31,3,250.23
1429,470,42,2022-02-15,5,264.55
1430,570,15,2023-06-28,1,50.92
1431,865,67,2022-04-28,3,59.97
1432,239,31,2022-03-04,2,109.04
1433,356,40,2023-02-27,4,91.8
1434,17,27,2022-12-18,4,205.52
1435,173,7,2022-03-31,2,168.32
1436,352,44,2023-05-20,5,151.75
1437,998,53,2023-05-27,5,442.75
1438,616,75,2022-07-20,5,169.25
1439,197,34,2022-07-23,4,145.0
1440,864,86,2022-03-15,2,137.58
1441,797,14,2022-04-26,2,167.96
1442,381,2,2022-02-02,1,42.0
1443,877,72,2023-03-27,1,15.24
1444,651,6,2023-02-25,2,64.9
